/home/ye2698/DESC/desc/integrals/_interp_utils.py:19: UserWarning: 
jax-finufft is not installed.
If you want to use NUFFTs, follow the DESC installation instructions.
Otherwise you must set the parameter nufft_eps to zero
when computing effective ripple, Gamma_c, and any other
computations that involve bounce integrals.

  warnings.warn(
DESC version=0.15.0+425.ga8f1b2dda.
Using JAX backend: jax version=0.6.2, jaxlib version=0.6.2, dtype=float64.
Using device: NVIDIA A100 80GB PCIe (id=0), with 80.00 GB available memory.
Building objective: QS two-term
Precomputing transforms
Timer: Precomputing transforms = 314 ms
Building objective: aspect ratio
Precomputing transforms
Timer: Precomputing transforms = 39.2 ms
Building objective: volume
Precomputing transforms
Timer: Precomputing transforms = 38.8 ms
Building objective: rotational transform
Precomputing transforms
Timer: Precomputing transforms = 364 ms
Timer: Objective build = 832 ms
Building objective: force
Precomputing transforms
Timer: Precomputing transforms = 374 ms
Timer: Objective build = 670 ms
Timer: Objective build = 2.09 ms
Timer: Eq Update LinearConstraintProjection build = 2.17 sec
Timer: Proximal projection build = 26.6 sec
Building objective: fixed cross-section R
Building objective: fixed cross-section Z
Building objective: fixed pressure
Building objective: fixed current
Building objective: fixed Psi
Timer: Objective build = 264 ms
Timer: LinearConstraintProjection build = 711 ms
Number of parameters: 45
Number of objectives: 478
Timer: Initializing the optimization = 27.6 sec

Starting optimization
Using method: proximal-lsq-exact
Solver options:
------------------------------------------------------------
Maximum Function Evaluations       : 1251
Maximum Allowed Total Δx Norm      : inf
Scaled Termination                 : True
Trust Region Method                : qr
Initial Trust Radius               : 1.295e+01
Maximum Trust Radius               : inf
Minimum Trust Radius               : 2.220e-16
Trust Radius Increase Ratio        : 2.000e+00
Trust Radius Decrease Ratio        : 2.500e-01
Trust Radius Increase Threshold    : 7.500e-01
Trust Radius Decrease Threshold    : 2.500e-01
------------------------------------------------------------ 

   Iteration     Total nfev        Cost      Cost reduction    Step norm     Optimality   
       0              1          4.346e+01                                    3.514e+00   
       1              3          4.075e+01      2.709e+00      8.838e-03      3.857e+00   
       2              4          3.340e+01      7.353e+00      4.355e-04      6.304e-01   
       3              5          3.320e+01      2.034e-01      1.369e-03      1.278e+00   
       4              6          3.222e+01      9.765e-01      2.093e-04      2.466e-01   
       5              7          3.197e+01      2.455e-01      7.717e-04      4.508e-01   
       6              8          3.154e+01      4.337e-01      1.848e-03      6.118e-01   
       7             10          3.095e+01      5.937e-01      1.488e-03      3.520e-01   
       8             12          3.071e+01      2.385e-01      6.652e-04      1.227e-01   
       9             13          3.041e+01      2.939e-01      2.069e-03      2.275e-01   
      10             14          3.011e+01      3.002e-01      3.974e-03      7.058e-01   
      11             15          2.968e+01      4.319e-01      4.105e-03      9.784e-01   
      12             16          2.916e+01      5.185e-01      4.819e-03      5.152e-01   
      13             17          2.853e+01      6.339e-01      3.194e-03      3.446e-01   
      14             19          2.839e+01      1.349e-01      2.265e-03      4.522e-01   
      15             20          2.814e+01      2.530e-01      1.878e-03      2.959e-01   
      16             21          2.790e+01      2.432e-01      4.039e-03      5.707e-01   
      17             22          2.738e+01      5.205e-01      3.413e-03      1.625e-01   
      18             23          2.705e+01      3.235e-01      6.799e-03      6.977e-01   
      19             24          2.660e+01      4.495e-01      7.708e-03      5.742e-01   
      20             25          2.577e+01      8.347e-01      5.238e-03      2.202e-01   
      21             26          2.438e+01      1.391e+00      1.136e-02      7.115e-01   
      22             29          2.388e+01      5.019e-01      3.003e-03      7.086e-01   
      23             30          2.293e+01      9.511e-01      6.304e-03      3.921e-01   
      24             32          2.250e+01      4.264e-01      1.954e-03      1.731e-01   
      25             33          2.198e+01      5.152e-01      3.737e-03      3.682e-01   
      26             35          2.177e+01      2.147e-01      2.827e-03      3.090e-01   
      27             36          2.166e+01      1.119e-01      2.084e-03      2.517e-01   
